Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RNAA.SG01NAC34B0121MN1,2000.03,6545,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2001.03,6536,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2002.03,7250,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2003.03,7830,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2004.03,8271,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2005.03,8819,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2006.03,9584,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2007.03,10332,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2008.03,11463,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2009.03,12321,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2010.03,12160,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2011.03,12814,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2012.03,13101,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2013.03,13618,FINAL,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2014.03,14512,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2015.03,15135,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2016.03,16253,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2017.03,17695,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
RNAA.SG01NAC34B0121MN1,2018.03,18891,REVISED,Dollars,6,Regional Gross Domestic Product - RNA,"Gross domestic product, by region and industry",Gross Domestic Product - production measure,Total North Island,"Professional, Scientific, and Technical Services",,
